index;client;parrent;client_bin/tin;type;value;del_mark
175;A02  IVYLeague Education ( Иви, Лига Эдикейшн, Элвиай Лидж Эдикейшн);;2,0034E+11;Evernote;evernote:///view/149516922/s588/893d4f7a-af07-466e-9d87-142bd502e176/893d4f7a-af07-466e-9d87-142bd502e176/be43da11-8531-496f-bde6-d22fa025be39;Нет
176;A02  IVYLeague Education ( Иви, Лига Эдикейшн, Элвиай Лидж Эдикейшн);;2,0034E+11;Факт. адрес;Алматы, проспект Aль-Фараби, Нурлы Тау - 1, 13 кв;Нет
177;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Телефон контрагента 5;+7 (727) 2642937;Нет
178;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Телефон контрагента 3;+7 (727) 2642936;Нет
179;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Телефон контрагента 2;+7 (701) 5249498;Нет
180;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Рабочий телефон;+7 (727) 2642935;Нет
181;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Email для уведомлений (дополн.);ibraimova79@mail.ru;Нет
182;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Email для уведомлений ;office@actualoptic.kz;Нет
183;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Рабочий е-mail;actualoptic@actualoptic.kz;Нет
184;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 2;ТРЦ Рамстор, Назарбаева 226, 2-ой этаж, напротив гипермаркета;Нет
185;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес;Фонвизина 33,;Нет
186;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 3;Алматы, пр.Абая, дом № 44А;Нет
187;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 14;Алматы, ТРЦ АДК, ул Сатпаева, 90-5 бутик №117 1 этаж;Нет
188;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 15;сейфулина 617, дом № ТЦ Форум;Нет
189;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 16;Нурсултан, Кабанбай батыра, дом № 62;Нет
190;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 17;Алматы, розыбакиева, дом № 263;Нет
191;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 18;г.Алматы, ул. Розыбакиева, дом № 247 а;Нет
192;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 19;Алматы, микрорайон Самал-2, 111;Нет
193;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 20;Нурсултан, Иманова, дом № 13, офис 214;Нет
194;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 21;г. Нур-Султиан, ТРЦ Керуен, Достык 9;Нет
195;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 22;г. Нур-Султан, Туран 24, бутик Актуаль Оптик;Нет
196;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 23;г.Нур-Султан,улица Корганжинское шоссе 1,ТРЦ Керуен Сити,Бутик А38;Нет
197;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 24;Астана, Кунаева 14, вк 236, 11 подъезд;Нет
198;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 25;Алмата, Самал 2 дом 111;Нет
199;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 26;Астана. Ул. Кабанбай батыра 29, 2 подъезд, 13 этаж, 223 кв;Нет
200;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 27;Атырау, Кулманова 111а Тц Байзар;Нет
201;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 28;Шымкент Таурехана 13, Мега планет;Нет
202;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Evernote;evernote:///view/240676585/s588/57f543a3-5fab-4592-8a84-9cd8c9790390/57f543a3-5fab-4592-8a84-9cd8c9790390/fbee1f63-52da-4b23-91e8-040a1ac07367;Нет
203;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 29;Кабанбай батыра 7/3;Нет
204;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 30;Апорт, Aport Mall East ТРЦ, Кульджинский тракт, 106;Нет
205;"A02 ""Actual Optic"" (Актуал оптик, актуаль, оптик, оптика)";;20440004149;Факт. адрес 31;г. Алматы, Медеуский район, Кульджинский тракт, участок 106;Нет
206;"A02 ""Соно-Фарм"" (Сона фарм)";;1,6124E+11;Рабочий телефон;+7 (727) 2446924;Нет
207;"A02 ""Соно-Фарм"" (Сона фарм)";;1,6124E+11;Факт. адрес;Панфилова 98 Б/Ц Олд Сквер. 5 эт. 507 каб.;Нет
208;"A02 ""Соно-Фарм"" (Сона фарм)";;1,6124E+11;Факт. адрес 1;Алматы, Промзона, дом № 232в;Нет
209;"A02 ""Соно-Фарм"" (Сона фарм)";;1,6124E+11;Факт. адрес 12;Панфилова 98, офис 509;Нет
210;"A02 ""Соно-Фарм"" (Сона фарм)";;1,6124E+11;Факт. адрес 13;Алматы, пр.Сейфуллина, дом № 502, офис 709;Нет
211;"A02 ""Соно-Фарм"" (Сона фарм)";;1,6124E+11;Факт. адрес 14;Курмангазы 72, кв. 19;Нет
212;"A02 ""Соно-Фарм"" (Сона фарм)";;1,6124E+11;Факт. адрес 15;г. Астана, ул Сейфулина 5 кв 20;Нет
213;"A02 ""Соно-Фарм"" (Сона фарм)";;1,6124E+11;Факт. адрес 16;Карасай Батыра  Сейфиллина 502 офис 709;Нет
214;"A02 ""Соно-Фарм"" (Сона фарм)";;1,6124E+11;Evernote;evernote:///view/164771072/s588/04ad2f49-6f99-4914-ac16-17fea4ddad71/04ad2f49-6f99-4914-ac16-17fea4ddad71/e573f874-adee-42fd-b9ab-335584ca7b07;Нет
215;A02 «Media Business Agency (MBA)» (МБА);;1,1124E+11;Телефон контрагента 2;+7 (727) 2952605;Нет
216;A02 «Media Business Agency (MBA)» (МБА);;1,1124E+11;Рабочий телефон;+7 (727) 2952604;Нет
217;A02 «Media Business Agency (MBA)» (МБА);;1,1124E+11;Email для уведомлений (дополн.);140@itsupport.kz;Нет
218;A02 «Media Business Agency (MBA)» (МБА);;1,1124E+11;Факт. адрес 2;Достык 248 б  офис 226;Нет
219;A02 «Media Business Agency (MBA)» (МБА);;1,1124E+11;Факт. адрес;"Dostyk av., 117/6 ""Khan-Tengri"" Business-Center, 207 office";Нет
220;A02 «Media Business Agency (MBA)» (МБА);;1,1124E+11;Факт. адрес 83;Казыбек Би 82;Нет
221;A02 «Media Business Agency (MBA)» (МБА);;1,1124E+11;Evernote;evernote:///view/108115222/s588/b55e9fc2-9a39-4780-9e10-5b3aa2d6881c/33c4b752-89ce-4525-91b9-c846634ca625;Нет
222;A02 3М Казахстан;;1,0014E+11;Телефон контрагента 2;+7 (727) 3330007;Нет
223;A02 3М Казахстан;;1,0014E+11;Рабочий телефон;+7 (727) 3330000;Нет
224;A02 3М Казахстан;;1,0014E+11;Рабочий е-mail;innovation.kz@mmm.com;Нет
225;A02 3М Казахстан;;1,0014E+11;Факт. адрес;г. Алматы, 050051 ул. Фонвизина, 17А,БЦ Коктем, 3 этаж,выше ул. Жолдасбекова ;Нет
226;A02 3М Казахстан;;1,0014E+11;Факт. адрес 1;Алматы пр.Суюнбая 258В;Нет
227;A02 3М Казахстан;;1,0014E+11;Evernote;evernote:///view/108115222/s588/893ac6c7-fd43-4fe5-b50c-9141f14d0c42/33c4b752-89ce-4525-91b9-c846634ca625;Нет
228;A02 3М Казахстан;;1,0014E+11;Сайт;http://www.3m.kz;Нет
229;A02 8&8 (8и8 8х8 88);;40340009209;Рабочий телефон;+7 (727) 3788006;Нет
230;A02 8&8 (8и8 8х8 88);;40340009209;Email для уведомлений ;eidarcheg@mail.ru;Нет
231;A02 8&8 (8и8 8х8 88);;40340009209;Рабочий е-mail;izdat@mai.ru;Нет
232;A02 8&8 (8и8 8х8 88);;40340009209;Факт. адрес;Республика Казахстан г. Алматы, ул. Мирзояна 13-15 (Въезд со стороны райымбека, направо от заправки Helios, мимо военкомата, через 100м справа здание 2-3 этажа с логотипом типографии);Нет
233;A02 8&8 (8и8 8х8 88);;40340009209;Факт. адрес 1;Алматы, Станиславского, дом № 43Г;Нет
234;A02 8&8 (8и8 8х8 88);;40340009209;Факт. адрес 62;Козыбек би, дом № 167;Нет
235;A02 8&8 (8и8 8х8 88);;40340009209;Факт. адрес 63;Г.алмата Мамыр 2 дом 3;Нет
236;A02 8&8 (8и8 8х8 88);;40340009209;Evernote;evernote:///view/108115222/s588/25e5ed8e-6b2d-4acb-a287-cc4339de0919/33c4b752-89ce-4525-91b9-c846634ca625;Нет
237;A02 8&8 (8и8 8х8 88);;40340009209;Факт. адрес 64;г Алматы, Чокина 13;Нет
238;"A02 Alem Sauda (Алем Сауда, ТОО ""Поток 8"", Алем бизнес)";;1,3034E+11;Рабочий телефон;+7 (727)311-24-75;Нет
239;"A02 Alem Sauda (Алем Сауда, ТОО ""Поток 8"", Алем бизнес)";;1,3034E+11;Рабочий е-mail;info@alemsauda.kz;Нет
240;"A02 Alem Sauda (Алем Сауда, ТОО ""Поток 8"", Алем бизнес)";;1,3034E+11;Факт. адрес;"Аль фараби, уг. ул. Мира, ЖК ""AFD Plaza"". 9 корпус, 4 этаж, 213 офис";Нет
241;"A02 Alem Sauda (Алем Сауда, ТОО ""Поток 8"", Алем бизнес)";;1,3034E+11;Факт. адрес 61;Нур-Султан, Кабанбай батыра, дом № 58, корпус б, квартира 223;Нет
242;"A02 Alem Sauda (Алем Сауда, ТОО ""Поток 8"", Алем бизнес)";;1,3034E+11;Факт. адрес 62;Астана, Аль Фараби 96, 3 этаж 207 офис;Нет
243;"A02 Alem Sauda (Алем Сауда, ТОО ""Поток 8"", Алем бизнес)";;1,3034E+11;Evernote;evernote:///view/108115222/s588/646c8f68-4759-4098-aadf-93a9fcd66ccc/33c4b752-89ce-4525-91b9-c846634ca625;Нет
244;A02 AMK (АМК);;9,7094E+11;Телефон контрагента 3;+7 (727) 2767567;Нет
245;A02 AMK (АМК);;9,7094E+11;Телефон контрагента 2;+7 (727) 3900435;Нет
246;A02 AMK (АМК);;9,7094E+11;Рабочий телефон;+7 (727) 2761307;Нет
247;A02 AMK (АМК);;9,7094E+11;Рабочий е-mail;101@amk1.kz;Нет
248;A02 AMK (АМК);;9,7094E+11;Факт. адрес;Республика Казахстан г. Алматы мкр. №3 дом 38Б (За Family парком перед пешеходным переходом направо, вниз до конца, налево через 30м справа красные ворота, въезд и минипарковка, 3 этаж);Нет
249;A02 AMK (АМК);;9,7094E+11;Evernote;evernote:///view/172027471/s588/6e9cf7df-6fa6-40bb-a4c5-cc0a8b84b4b0/6e9cf7df-6fa6-40bb-a4c5-cc0a8b84b4b0/98ebd51b-9e2f-4548-af36-8b5ab876b8a5;Нет
250;A02 ARB Казахстан (АРБ ) ;;61240004141;Рабочий телефон;+7 (727) 3646486;Нет
251;A02 ARB Казахстан (АРБ ) ;;61240004141;Телефон контрагента 4;+7 (727) 3646486;Нет
252;A02 ARB Казахстан (АРБ ) ;;61240004141;Рабочий е-mail;info@arb.kz;Нет
253;A02 ARB Казахстан (АРБ ) ;;61240004141;Факт. адрес;Рыскулова 234;Нет
254;A02 ARB Казахстан (АРБ ) ;;61240004141;Evernote;evernote:///view/149516922/s588/dde34c3d-932a-44b0-aedc-f67db54b470e/dde34c3d-932a-44b0-aedc-f67db54b470e/be43da11-8531-496f-bde6-d22fa025be39;Нет
255;A02 Ariba (Ариба мебель);;10340005082;Телефон контрагента 2;+7 (727) 2941566;Нет
256;A02 Ariba (Ариба мебель);;10340005082;Рабочий телефон;+7 (727) 2942746;Нет
257;A02 Ariba (Ариба мебель);;10340005082;Рабочий е-mail;info@ariba-furniture.kz;Нет
258;A02 Ariba (Ариба мебель);;10340005082;Факт. адрес 2;Алмата, кабдолова 1/8 ТК Армада.;Нет
259;A02 Ariba (Ариба мебель);;10340005082;Факт. адрес;ул. Ратушного (Розовая) 84;Нет
260;A02 Ariba (Ариба мебель);;10340005082;Факт. адрес 1;Алматы, ул.Суюнбая 2., корпус № 7;Нет
261;A02 Ariba (Ариба мебель);;10340005082;Факт. адрес 13;г.Нурсултан валиханова 24 тц тулпар;Нет
